City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Dongsheng,CN,39.8161,109.9776,60.71,38,100,10.67,overcast clouds
464,Jiangyou,CN,31.7667,104.7167,67.51,86,100,0.51,overcast clouds
465,At-Bashi,KG,41.1702,75.8106,47.61,30,0,1.88,clear sky
466,Nishihara,JP,26.1842,127.7558,85.28,74,20,11.5,few clouds
467,Serov,RU,59.6033,60.5787,33.06,84,100,7.83,overcast clouds
468,Belyy Yar,RU,53.6039,91.3903,33.69,75,40,4.47,scattered clouds
469,Belaya Gora,RU,68.5333,146.4167,30.63,74,100,15.88,overcast clouds
470,Congonhas,BR,-20.4997,-43.8578,63.57,87,100,3.38,overcast clouds
471,Carnarvon,AU,-24.8667,113.6333,64.47,68,75,10.36,broken clouds
472,Menongue,AO,-14.6585,17.691,61.79,26,1,4.83,clear sky
473,Kodar,IN,16.9833,79.9667,76.41,93,100,10.65,heavy intensity rain
474,Nijar,ES,36.9665,-2.206,65.66,88,0,5.75,clear sky
475,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,49,0,9.22,clear sky
476,Kumluca,TR,36.3703,30.2869,74.52,45,8,3.67,clear sky
477,Umm Lajj,SA,25.0213,37.2685,83.39,47,5,12.1,clear sky
478,Nefteyugansk,RU,61.0998,72.6035,30.45,87,4,8.46,clear sky
479,Raudeberg,NO,61.9875,5.1352,59.67,85,100,8.41,overcast clouds
480,Siniscola,IT,40.5719,9.6922,69.35,74,100,3.02,overcast clouds
481,Alugan,PH,12.2188,125.4808,84.4,68,100,3.98,overcast clouds
482,Saryg-Sep,RU,51.5,95.6,31.28,84,98,5.5,light snow
483,High Level,CA,58.5169,-117.136,45.1,82,100,9.31,light rain
484,Matadi,CD,-5.8167,13.45,76.53,80,93,5.17,overcast clouds
485,Natal,BR,-5.795,-35.2094,76.51,81,47,13.31,scattered clouds
486,Vardo,NO,70.3705,31.1107,48.0,85,100,21.05,overcast clouds
487,Arroio Grande,BR,-32.2375,-53.0869,57.49,96,1,5.01,clear sky
488,Aklavik,CA,68.2191,-135.0107,32.18,88,98,3.44,overcast clouds
489,Xuanhua,CN,40.6103,115.0447,63.18,76,86,1.14,overcast clouds
490,Emerald,AU,-23.5333,148.1667,77.34,43,0,18.39,clear sky
491,Oeiras Do Para,BR,-2.0031,-49.8544,78.57,77,44,5.21,scattered clouds
492,Puerto Colombia,CO,10.9878,-74.9547,84.29,85,8,17.29,clear sky
493,Norman,US,35.2226,-97.4395,84.96,33,1,9.22,clear sky
494,Paoua,CF,7.2427,16.4406,67.48,98,100,2.89,moderate rain
495,Noyabrsk,RU,63.1994,75.4507,31.3,89,11,8.88,few clouds
496,Livingstonia,MW,-10.606,34.1063,64.11,59,7,1.3,clear sky
497,Pingliang,CN,35.5392,106.6861,60.1,74,100,3.33,light rain
498,Ixhuatan,MX,16.3569,-94.4825,79.83,80,16,6.02,few clouds
499,Riviere-Au-Renard,CA,48.9957,-64.3971,59.29,97,100,22.73,overcast clouds
500,Mildura,AU,-34.2,142.15,70.07,43,90,12.12,overcast clouds
501,Libreville,GA,0.3925,9.4537,78.82,89,40,8.05,light rain
502,Udachnyy,RU,66.4167,112.4,31.48,84,100,15.5,overcast clouds
503,Thetford Mines,CA,46.0913,-71.3013,54.23,71,6,7.49,clear sky
504,Kortkeros,RU,61.8106,51.5806,41.0,93,100,8.57,overcast clouds
505,Baruun-Urt,MN,46.6806,113.2792,49.53,41,0,9.89,clear sky
506,Cayenne,GF,4.9333,-52.3333,83.08,78,67,3.0,broken clouds
507,Brezovo,BG,42.35,25.0833,63.91,62,1,2.57,clear sky
508,Matiri,TZ,-10.75,34.9,60.12,56,6,2.84,clear sky
509,Chapeco,BR,-27.0964,-52.6183,59.74,75,0,3.67,clear sky
510,Villanueva,HN,15.3167,-88.0,81.03,95,100,0.92,overcast clouds
511,Dolinsk,RU,47.35,142.8,62.46,65,100,8.63,overcast clouds
512,Nocupetaro,MX,19.05,-101.15,73.94,87,23,0.76,few clouds
513,Mandurah,AU,-32.55,115.7,61.16,81,37,12.44,scattered clouds
514,Chumikan,RU,54.7183,135.315,51.71,70,100,15.93,overcast clouds
515,Kopavogur,IS,64.1123,-21.913,40.84,81,100,22.48,overcast clouds
516,Keratea,GR,37.8073,23.9769,71.47,47,0,6.82,clear sky
517,Miandrivazo,MG,-19.5167,45.4667,75.97,60,0,4.03,clear sky
518,Banepa,NP,27.6298,85.5214,64.72,100,75,0.0,mist
519,Sochi,RU,43.6,39.7303,57.29,72,98,6.71,overcast clouds
520,Dakar,SN,14.6937,-17.4441,79.68,76,94,7.67,overcast clouds
521,Chingirlau,KZ,51.095,54.0814,51.46,73,100,4.83,light rain
522,Jaffna,LK,9.6685,80.0074,82.45,80,100,23.09,overcast clouds
523,Padang,ID,-0.9492,100.3543,78.26,88,100,3.67,overcast clouds
524,Marystown,CA,47.1666,-55.1483,58.86,100,100,3.0,overcast clouds
525,Comonfort,MX,20.7167,-100.7667,72.21,62,100,5.14,overcast clouds
526,Westport,US,41.1415,-73.3579,68.79,75,3,1.01,clear sky
527,Dayong,CN,25.0209,118.2898,81.19,70,0,1.57,clear sky
528,Tripoli,LY,32.8752,13.1875,76.78,56,100,11.54,overcast clouds
529,Verkhovazhye,RU,60.7472,42.0465,45.91,97,100,6.96,overcast clouds
530,Ornskoldsvik,SE,63.2909,18.7153,45.55,100,90,2.3,fog
531,Porto Seguro,BR,-16.4497,-39.0647,73.42,82,77,8.97,broken clouds
532,Mancora,PE,-4.1078,-81.0475,68.52,79,18,10.78,few clouds
533,Saint Anthony,US,45.0205,-93.218,74.28,73,1,1.01,clear sky
534,Vanimo,PG,-2.6741,141.3028,85.64,64,100,4.43,overcast clouds
535,Campo Gobierno,MX,24.6536,-107.5411,85.71,78,0,6.24,clear sky
536,Tanabe,JP,33.7333,135.3667,74.08,73,94,7.9,overcast clouds
537,Lakselv,NO,70.0513,24.9718,51.62,71,40,14.97,scattered clouds
538,Khorixas,NA,-20.3667,14.9667,65.64,37,4,4.85,clear sky
539,Vangaindrano,MG,-23.35,47.6,66.15,88,34,4.56,scattered clouds
540,Touros,BR,-5.1989,-35.4608,76.87,82,39,15.7,scattered clouds
541,Isabela,PH,6.7085,121.9711,84.74,69,93,2.93,overcast clouds
542,Ponta Delgada,PT,37.7333,-25.6667,70.5,88,75,9.22,broken clouds
543,Galveston,US,29.3669,-94.9669,80.56,76,20,9.22,few clouds
544,Linxia,CN,35.6003,103.2064,56.14,68,100,2.08,overcast clouds
545,Mahina,PF,-17.5065,-149.489,83.97,70,20,16.11,few clouds
546,Muriti,TZ,-1.9833,32.9167,73.06,67,15,4.76,light rain
547,Esso,RU,55.9333,158.7,46.53,61,100,4.54,overcast clouds
548,Dillon,US,34.4166,-79.3712,69.78,46,0,5.35,clear sky
549,Bitlis,TR,38.5,42.25,47.53,50,0,5.5,clear sky
550,Tazovskiy,RU,67.4667,78.7,32.7,78,11,3.24,few clouds
551,Harper,LR,4.375,-7.7169,75.79,86,100,3.38,light rain
552,Buala,SB,-8.145,159.5921,85.14,67,48,5.55,light rain
553,Alice Springs,AU,-23.7,133.8833,85.55,9,46,16.11,scattered clouds
554,Laguna Verde,HN,15.2,-88.1667,71.46,98,100,0.83,overcast clouds
555,San Carlos De Bariloche,AR,-41.1456,-71.3082,34.99,82,17,5.08,few clouds
556,Gwadar,PK,25.1216,62.3254,80.46,79,7,4.0,clear sky
557,Borgarnes,IS,64.5383,-21.9206,41.18,79,100,21.32,overcast clouds
558,Pondicherry,IN,11.93,79.83,82.53,69,100,13.53,light rain
559,Jiazi,CN,22.8779,116.067,81.9,67,1,11.74,clear sky
560,Vanderhoof,CA,54.0166,-124.0198,60.01,65,84,5.41,broken clouds
561,Damaturu,NG,11.747,11.9608,79.2,55,88,10.22,overcast clouds
562,Borshchiv,UA,48.8033,26.0435,52.14,81,20,4.76,few clouds
563,Korhogo,CI,9.45,-5.6333,70.02,88,100,7.4,overcast clouds
564,Miracema Do Tocantins,BR,-9.5618,-48.3967,84.04,49,100,5.26,overcast clouds
565,Kirakira,SB,-10.4544,161.9205,84.9,71,100,11.63,overcast clouds
566,Tocopilla,CL,-22.092,-70.1979,62.78,71,23,5.32,few clouds
567,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,77,75,16.96,broken clouds
568,Uray,RU,60.1247,64.7758,29.26,93,56,7.45,broken clouds
569,Meadow Lake,US,34.8014,-106.5436,72.37,53,100,4.59,overcast clouds
570,Uzhur,RU,55.3036,89.8339,32.77,99,100,7.56,light snow
571,Broome,US,42.2506,-75.833,58.55,69,11,1.99,few clouds
572,Olinda,BR,-8.0089,-34.8553,74.93,78,40,16.11,scattered clouds
573,Ulladulla,AU,-35.35,150.4667,60.76,47,63,8.75,broken clouds
574,Les Cayes,HT,18.2,-73.75,80.29,82,81,3.65,broken clouds
575,Preobrazheniye,RU,42.9019,133.9064,63.77,86,100,3.42,overcast clouds
576,Thanh Hoa,VN,19.8,105.7667,74.53,96,100,4.34,light rain
577,Ahuimanu,US,21.4447,-157.8378,85.78,69,75,18.05,broken clouds
578,Itarema,BR,-2.9248,-39.9167,78.91,83,4,17.47,clear sky
579,Yelizovo,RU,53.1873,158.3805,53.74,54,20,4.47,few clouds
580,Humaita,BR,-7.5061,-63.0208,78.28,72,26,3.06,scattered clouds
581,Chicama,PE,-7.8447,-79.1469,65.16,82,49,4.65,scattered clouds
582,Biltine,TD,14.5333,20.9167,82.78,41,66,5.99,broken clouds
583,Egvekinot,RU,66.3167,-179.1667,26.69,71,9,2.8,clear sky
584,Krosno,PL,49.6887,21.7706,58.28,95,8,3.36,clear sky
585,Makinsk,KZ,52.6292,70.4169,30.27,60,100,22.91,overcast clouds
586,Yumen,CN,40.2833,97.2,62.96,20,0,13.73,clear sky
587,Dir,PK,35.2058,71.8756,64.44,84,37,2.21,scattered clouds
588,Ahipara,NZ,-35.1667,173.1667,57.04,62,100,11.05,overcast clouds
589,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,52.39,54,20,4.47,few clouds
590,Kutina,HR,45.475,16.7819,62.58,83,83,1.92,broken clouds
591,Maarianhamina,AX,60.0973,19.9348,40.86,100,69,2.3,fog
592,Fort Frances,CA,48.5999,-93.4003,59.16,68,16,5.46,few clouds
593,Tambongon,PH,10.9677,123.9244,85.15,69,100,2.98,overcast clouds
594,Praia,CV,14.9215,-23.5087,77.54,88,20,9.22,few clouds
595,Mogadishu,SO,2.0371,45.3438,77.79,80,28,16.78,scattered clouds
596,Fare,PF,-16.7,-151.0167,79.56,74,3,12.71,clear sky
597,Sola,VU,-13.8833,167.55,79.0,78,42,15.99,scattered clouds
598,Bakel,SN,14.905,-12.4568,81.23,71,100,7.31,overcast clouds
599,Hirara,JP,24.8,125.2833,83.44,76,10,15.21,clear sky
600,Samarai,PG,-10.6167,150.6667,79.63,85,50,12.82,scattered clouds
601,Srednekolymsk,RU,67.45,153.6833,32.97,81,100,14.7,light snow
602,Matveyev Kurgan,RU,47.5645,38.8695,50.7,73,4,11.14,clear sky
603,Cairns,AU,-16.9167,145.7667,88.95,54,29,12.66,scattered clouds
604,San Rafael,AR,-34.6177,-68.3301,57.0,26,0,8.14,clear sky
605,Qaqortoq,GL,60.7167,-46.0333,32.5,56,1,4.7,clear sky
606,Mehamn,NO,71.0357,27.8492,48.45,88,100,14.5,overcast clouds
607,Kaitong,CN,44.8135,123.15,65.75,60,0,13.09,clear sky
608,Tiarei,PF,-17.5333,-149.3333,84.22,77,5,12.91,clear sky
609,Andijon,UZ,40.7821,72.3442,72.75,71,0,2.3,clear sky
610,Subirana,HN,15.2,-87.45,67.57,95,100,0.74,overcast clouds
611,Powell River,CA,49.8496,-124.5361,57.09,88,90,18.41,mist
612,Isilkul,RU,54.9109,71.2728,31.64,80,48,12.41,scattered clouds
613,Shenjiamen,CN,29.9576,122.298,78.42,82,26,8.57,scattered clouds
614,Cortes,ES,41.9395,-1.4396,60.85,52,100,4.23,overcast clouds
615,Guerrero Negro,MX,27.9769,-114.0611,70.95,71,0,18.39,clear sky
616,Marovoay,MG,-16.1,46.6333,68.14,61,0,5.01,clear sky
617,Beneditinos,BR,-5.45,-42.3667,87.15,33,74,1.9,broken clouds
618,Xichang,CN,27.8964,102.2634,65.41,90,69,1.86,broken clouds
619,Kisangani,CD,0.5167,25.2,66.58,97,41,1.74,scattered clouds
620,Volsk,RU,52.0333,47.3833,50.31,90,100,11.83,overcast clouds
621,Beibei,CN,29.8256,106.4339,76.37,85,100,4.0,overcast clouds
622,Bafia,CM,4.75,11.2333,67.78,99,100,0.67,overcast clouds
623,Huescar,ES,37.811,-2.5412,65.95,49,98,0.6,overcast clouds
624,Seoul,KR,37.5683,126.9778,71.17,60,0,10.36,clear sky
625,Marataizes,BR,-21.0433,-40.8244,71.01,84,100,14.38,overcast clouds
626,Okhotsk,RU,59.3833,143.3,48.92,49,51,4.59,broken clouds
627,Sayyan,YE,15.1718,44.3244,57.96,21,2,3.98,clear sky
628,Mahibadhoo,MV,3.7833,72.9667,79.92,76,100,15.46,overcast clouds
629,Bonavista,CA,48.6499,-53.1147,53.11,89,100,11.63,overcast clouds
630,Launceston,AU,-41.45,147.1667,52.81,73,75,1.99,broken clouds
631,North Platte,US,41.1239,-100.7654,80.38,30,1,1.01,clear sky
632,Mandalgovi,MN,45.7625,106.2708,48.34,29,0,13.51,clear sky
633,Lazaro Cardenas,MX,17.9583,-102.2,81.34,80,100,4.65,overcast clouds
634,Burlington,US,39.8835,-74.6413,66.76,80,1,0.0,clear sky
635,Saedinenie,BG,42.2667,24.55,62.51,58,10,0.89,clear sky
636,Wuwei,CN,37.9281,102.6414,64.87,39,29,2.33,scattered clouds
637,Viborg,DK,56.4532,9.402,59.34,92,100,11.27,overcast clouds
638,Shubarshi,KZ,48.5872,57.1869,53.62,66,100,12.37,overcast clouds
639,Vittoria,IT,36.9537,14.5332,72.75,88,20,2.3,few clouds
640,Kuragino,RU,53.8975,92.6725,33.24,89,100,7.9,overcast clouds
641,Carauari,BR,-4.8828,-66.8958,77.31,81,60,1.39,broken clouds
642,Tubmanburg,LR,6.8708,-10.8172,72.77,99,100,1.86,light rain
643,Meulaboh,ID,4.1363,96.1285,76.3,87,100,3.56,overcast clouds
644,Aswan,EG,24.0934,32.907,78.94,33,0,13.49,clear sky
645,Maracaju,BR,-21.6144,-55.1683,79.18,45,1,4.63,clear sky
646,Makakilo City,US,21.3469,-158.0858,84.61,64,75,6.91,broken clouds
647,Puerto Narino,CO,-3.7703,-70.3831,79.56,71,100,0.98,overcast clouds
648,Matara,LK,5.9485,80.5353,76.73,89,100,18.19,overcast clouds
649,Rafsanjan,IR,30.4067,55.9939,68.31,25,0,8.68,clear sky
650,Khuzdar,PK,27.7384,66.6434,76.75,45,12,0.72,few clouds
651,Aksha,RU,50.2814,113.2867,43.05,54,3,6.89,clear sky
652,Bonfim,BR,3.0833,-59.95,80.78,67,6,4.18,clear sky
653,Darhan,MN,49.4867,105.9228,42.19,60,99,3.4,overcast clouds
654,Cavalcante,BR,-13.7975,-47.4583,76.73,45,68,2.01,broken clouds
655,Anloga,GH,5.7947,0.8973,77.94,86,95,11.5,light rain
656,Sisimiut,GL,66.9395,-53.6735,26.13,51,0,7.2,clear sky
657,Bridlington,GB,54.0831,-0.1919,62.89,83,94,16.73,overcast clouds
658,Lavrentiya,RU,65.5833,-171.0,34.03,82,71,4.45,broken clouds
659,Reutlingen,DE,48.4914,9.2043,60.82,88,99,4.07,overcast clouds
660,Ossora,RU,59.2353,163.0719,49.44,66,63,8.32,broken clouds
661,Marsabit,KE,2.3284,37.9899,62.44,69,28,17.69,scattered clouds
662,Harlingen,US,26.1906,-97.6961,86.32,86,12,12.21,few clouds
663,Volkhov,RU,59.9258,32.3382,47.79,97,60,4.34,broken clouds
664,Pinawa,CA,50.1489,-95.8811,54.82,61,99,4.9,overcast clouds
665,Prince Rupert,CA,54.3161,-130.3201,52.99,92,100,4.74,moderate rain
666,Tselinnoye,RU,53.0833,85.6667,31.1,97,100,9.69,snow
667,Atbasar,KZ,51.8,68.3333,41.23,40,100,26.66,overcast clouds
668,Araouane,ML,18.9048,-3.5265,91.35,8,1,8.08,clear sky
669,Villefranche-De-Rouergue,FR,44.3333,2.0,59.13,91,100,2.66,overcast clouds
670,Ajdabiya,LY,30.7554,20.2263,70.54,66,0,8.84,clear sky
671,Hobyo,SO,5.3505,48.5268,77.29,83,90,22.75,overcast clouds
672,Bonthe,SL,7.5264,-12.505,76.87,88,100,1.79,light rain
673,Plastun,RU,44.7561,136.2939,65.62,68,5,4.7,clear sky
674,Smoky Lake,CA,54.1169,-112.4686,65.48,54,68,5.88,broken clouds
675,Troyes,FR,48.3333,4.0833,59.34,94,0,1.14,clear sky
676,Pemangkat,ID,1.1667,108.9667,78.62,85,100,4.0,overcast clouds
677,Nouadhibou,MR,20.931,-17.0347,72.84,81,11,22.95,few clouds
678,Varkkallai,IN,8.7341,76.7067,74.98,87,100,9.04,light rain
679,Arlit,NE,18.7369,7.3853,85.75,15,0,9.62,clear sky
680,Zhigansk,RU,66.7697,123.3711,36.27,74,87,22.84,overcast clouds
681,Cedar City,US,37.6775,-113.0619,74.37,32,1,14.97,clear sky
682,Newport,GB,51.5877,-2.9984,64.78,91,100,15.55,overcast clouds
683,Port Moresby,PG,-9.4431,147.1797,83.73,73,81,8.79,broken clouds
684,Sydney Mines,CA,46.2367,-60.2177,67.15,96,100,8.99,overcast clouds
685,Altamira,BR,-3.2033,-52.2064,77.81,73,97,3.47,overcast clouds
686,Aktau,KZ,43.65,51.2,64.98,69,69,23.94,broken clouds
687,Brae,GB,60.3964,-1.353,55.31,96,100,15.93,overcast clouds
688,Nabire,ID,-3.3667,135.4833,84.69,68,88,2.04,overcast clouds
689,Diego De Almagro,CL,-26.3667,-70.05,65.7,36,0,1.43,clear sky
690,Vavozh,RU,56.7751,51.931,44.65,93,100,12.93,light rain
691,Vrangel,RU,42.7297,133.0839,64.24,82,100,4.68,overcast clouds
692,Walvis Bay,NA,-22.9575,14.5053,56.08,91,96,7.67,overcast clouds
693,Auka,HN,14.9333,-83.8333,76.19,94,100,2.95,overcast clouds
